pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_datetime
-73.99028778,40.75622177,-73.97460938,40.7533989,1/10/2016 17:12
-73.97485352,40.75648117,-73.9907608,40.72433853,1/10/2016 12:02
-73.98058319,40.75939941,-73.99021912,40.77180862,1/10/2016 18:38
-73.99320221,40.72002029,-74.00376129,40.73775101,1/10/2016 4:40
-73.99192047,40.74863815,-73.97988129,40.7347374,1/10/2016 18:12
-74.00761414,40.73271179,-73.97564697,40.75798035,1/10/2016 16:47
-73.99762726,40.7359581,-74.00286865,40.71567917,1/10/2016 18:56
-73.98926544,40.72117233,-73.98738861,40.73877335,1/10/2016 2:41
-73.96951294,40.75140762,-73.97249603,40.74621201,1/10/2016 15:47
-73.98428345,40.72499084,-73.99982452,40.73459244,1/10/2016 12:20
-73.96792603,40.76263046,-73.96713257,40.75759125,1/10/2016 16:06
-73.98924255,40.72925186,-73.98633575,40.7208252,1/10/2016 0:17
-73.99841309,40.74515915,-73.98516846,40.72756958,1/10/2016 10:43
-73.984375,40.76489639,-73.98168945,40.78361511,1/10/2016 4:11
-73.99181366,40.75952911,-74.00514221,40.74103928,1/10/2016 13:55
-73.98937988,40.71908951,-73.9803009,40.72227097,1/10/2016 2:18
-73.98129272,40.72749329,-73.9813385,40.72743225,1/10/2016 7:01
-73.96391296,40.80807114,-73.97325134,40.7929306,1/10/2016 19:41
-73.9941864,40.75139236,-73.97824097,40.75215912,1/10/2016 13:46
-73.99642181,40.7323494,-73.99903107,40.72473907,1/10/2016 15:36
-73.95569611,40.77242279,-73.95265198,40.71749115,1/10/2016 2:50
-73.98602295,40.75826645,-73.98351288,40.7735939,1/10/2016 12:06
-73.95638275,40.77550125,-73.98026276,40.78406906,1/10/2016 17:57
-74.00392914,40.74220276,-74.00389862,40.74237442,1/10/2016 22:09
-73.99498749,40.75,-73.98915863,40.7578392,1/10/2016 0:09
-73.98870087,40.7211113,-73.97975159,40.73991776,1/10/2016 2:49
-73.97292328,40.74765015,-73.98557281,40.72769165,1/10/2016 12:24
-73.97534943,40.75242996,-73.9919281,40.7564888,1/10/2016 8:21
-73.97767639,40.75476074,-73.99582672,40.76918411,1/10/2016 9:33
-73.95840454,40.77289581,-73.95507813,40.77839279,1/10/2016 20:46
-73.97182465,40.78694916,-74.00794983,40.70557404,1/10/2016 17:20
-74.00099945,40.7309494,-73.92663574,40.86684036,1/10/2016 4:51
-73.97555542,40.7409935,-73.94664001,40.7782135,1/10/2016 9:46
-73.99524689,40.73936081,-73.97041321,40.75085831,1/10/2016 0:18
-73.98204041,40.76876831,-73.98200226,40.76877975,1/10/2016 6:41
-73.9532547,40.77573013,-73.95277405,40.7909317,1/10/2016 21:17
-73.98104095,40.78196335,-73.98282623,40.71577454,1/10/2016 19:29
-73.96776581,40.76041412,-73.79582214,40.66770172,1/10/2016 10:14
-73.99022675,40.75669861,-73.87288666,40.77429962,1/10/2016 16:54
-73.99380493,40.74135971,-74.00016022,40.73504639,1/10/2016 0:34
-73.95267487,40.7664032,-73.97124481,40.75800323,1/10/2016 16:09
-73.98555756,40.76350021,-73.95683289,40.76661682,1/10/2016 15:23
-73.98822021,40.76433182,-73.99408722,40.75611877,1/10/2016 6:51
-74.01701355,40.70537186,-73.96078491,40.76077271,1/10/2016 14:46
-73.95199585,40.78139114,-73.94178772,40.79023743,1/10/2016 2:44
-74.0067749,40.73057556,-73.97438812,40.75247955,1/10/2016 21:24
-73.94251251,40.78629303,-73.95626068,40.77158737,1/10/2016 12:32
-73.98602295,40.76216125,-73.99952698,40.7385788,1/10/2016 9:59
-73.99859619,40.73922729,-74.01537323,40.71404266,1/10/2016 13:18
-74.00183105,40.73046875,-73.99507904,40.73971176,1/10/2016 2:15
-73.96964264,40.75682449,-73.99343872,40.7218399,1/10/2016 0:57
-74.00141907,40.73456192,-74.0016098,40.7308197,1/10/2016 20:13
-73.78194427,40.64482498,-73.9890213,40.76270676,1/10/2016 13:26
-73.94914246,40.77323151,-73.98203278,40.7751503,1/10/2016 10:42
-73.95537567,40.7793808,-73.95913696,40.77347565,1/10/2016 7:21
-73.95978546,40.77380753,-73.96443939,40.76555634,1/10/2016 12:04
-73.98816681,40.74591064,-73.98474884,40.75883865,1/10/2016 21:15
-73.99177551,40.76460648,-73.9860611,40.73079681,1/10/2016 2:55
-73.99113464,40.75038147,-73.977005,40.76497269,1/10/2016 8:22
-73.98033905,40.73224258,-73.98132324,40.73733139,1/10/2016 11:51
-73.97421265,40.75355148,-73.98713684,40.75048065,1/10/2016 11:20
-73.98487091,40.7682991,-73.95591736,40.77286148,1/10/2016 10:59
-73.97807312,40.75259018,-73.95580292,40.76939774,1/10/2016 1:27
-73.97383881,40.78429031,-73.98056793,40.77499008,1/10/2016 18:07
-73.98684692,40.76116943,-74.00122833,40.757061,1/10/2016 9:37
-73.9881134,40.76462936,-74.00260162,40.7338295,1/10/2016 22:52
-74.0070343,40.73025513,-74.0054245,40.71127319,1/10/2016 14:51
-73.99007416,40.76708221,-73.97714996,40.75881195,1/10/2016 10:19
-73.98381805,40.74381256,-73.9990387,40.72903061,1/10/2016 13:03
-73.97563934,40.75133896,-73.97418976,40.74404907,1/10/2016 1:20
-73.97036743,40.75826263,-73.95626831,40.73297119,1/10/2016 17:43
-73.9569931,40.77748108,-73.97018433,40.75951004,1/10/2016 12:18
-74.00067139,40.72751236,-73.98588562,40.73507309,1/10/2016 1:00
-73.99147797,40.73894119,-73.98325348,40.69485092,1/10/2016 20:08
-73.98914337,40.7190094,-73.98400116,40.72924042,1/10/2016 1:08
-73.9826355,40.73949432,-73.97535706,40.7520752,1/10/2016 10:24
-74.0037384,40.73210907,-73.98787689,40.72268295,1/10/2016 15:19
-73.95697784,40.77489853,-73.95346069,40.78234863,1/10/2016 10:45
-74.00222015,40.73850632,-73.99564362,40.74668884,1/10/2016 19:54
-73.98876953,40.73692703,-73.98699188,40.7449913,1/10/2016 9:36
-73.94420624,40.77582932,-73.95200348,40.78139114,1/10/2016 15:13
-73.8731308,40.77412033,-74.00932312,40.71379852,1/10/2016 23:45
-73.99997711,40.67845917,-73.99755859,40.67956161,1/10/2016 10:14
-74.00171661,40.7564888,-73.99983978,40.73836517,1/10/2016 19:38
-73.97222137,40.79442596,-73.8651123,40.77058029,1/10/2016 6:42
-73.98861694,40.77827072,-73.96376801,40.80789948,1/10/2016 14:17
-73.98204803,40.73638153,-73.98799133,40.72808075,1/10/2016 19:26
-73.99062347,40.75130844,-73.91003418,40.77675629,1/10/2016 22:02
-73.94808197,40.77454376,-73.99222565,40.74909973,1/10/2016 0:16
-73.87104034,40.77370071,-73.94168091,40.82695007,1/10/2016 15:03
-73.96903992,40.68906403,-73.98095703,40.67657852,1/10/2016 0:03
-73.99774933,40.72179031,-74.00439453,40.73337936,1/10/2016 23:18
-73.98071289,40.77570343,-73.97184753,40.79203796,1/10/2016 11:48
-73.96910858,40.75682831,-73.97796631,40.778759,1/10/2016 20:07
-73.98609924,40.73074341,-73.96276093,40.80507278,1/10/2016 3:33
-73.96985626,40.75767517,-73.99131775,40.75001526,1/10/2016 19:06
-73.98201752,40.77397919,-73.94184875,40.85162354,1/10/2016 0:33
-73.95807648,40.77915955,-73.96136475,40.77170181,1/10/2016 14:56
-73.95314026,40.7677002,-73.94730377,40.77565002,1/10/2016 19:21
-73.9871521,40.76092911,-73.98703003,40.75600433,1/10/2016 17:11
-73.99330139,40.75230026,-73.97865295,40.75214005,1/10/2016 19:55
-73.95537567,40.76483536,-73.95970917,40.77377319,1/10/2016 16:02
-73.95057678,40.77526093,-73.93982697,40.79450989,1/10/2016 17:14
-74.00530243,40.7183876,-74.00514984,40.74003601,1/10/2016 0:18
-73.78236389,40.6447258,-73.94676208,40.77641678,1/10/2016 19:45
-73.97550964,40.73313141,-73.99288177,40.73025894,1/10/2016 15:36
-73.98509979,40.76361847,-73.97710419,40.77930069,1/10/2016 18:52
-73.97257996,40.74919128,-73.78466034,40.64331818,1/10/2016 17:10
-74.00509644,40.72254944,-74.00140381,40.73091125,1/10/2016 13:48
-73.96172333,40.75567245,-73.98441315,40.77983856,1/10/2016 11:12
-73.99157715,40.74489594,-73.97637177,40.76605606,1/10/2016 15:21
-73.99250793,40.7142868,-73.97384644,40.75944519,1/10/2016 13:13
-73.98045349,40.78255081,-73.97368622,40.79218292,1/10/2016 8:02
-73.99661255,40.73779297,-73.99417877,40.72836304,1/10/2016 9:11
-73.98593903,40.75727081,-73.92993927,40.85462952,1/10/2016 4:32
-74.00489044,40.73736954,-73.99080658,40.74451828,1/10/2016 23:48
-74.00659943,40.7375946,-73.97712708,40.72657013,1/10/2016 23:14
-73.96377563,40.76526642,-73.95861053,40.77484512,1/10/2016 9:52
-73.98603058,40.72235107,-73.99339294,40.72949982,1/10/2016 21:24
-73.97020721,40.75637054,-73.97360229,40.76280975,1/10/2016 10:43
-73.97593689,40.74874878,-73.98551941,40.74733353,1/10/2016 23:17
-73.95198822,40.77744293,-73.95600891,40.77142715,1/10/2016 18:10
-74.00299072,40.73416138,-74.00158691,40.7467308,1/10/2016 3:05
-74.01439667,40.70819092,-74.01439667,40.70819092,1/10/2016 17:12
-73.97284698,40.79304504,-73.95922852,40.66446686,1/10/2016 0:44
-74.00047302,40.74748993,-74.00205994,40.73310471,1/10/2016 12:29
-73.95952606,40.77125931,-73.94697571,40.77610397,1/10/2016 16:03
-74.00668335,40.74406815,-73.9961853,40.76260757,1/10/2016 1:01
-73.98600006,40.72795868,-73.98007965,40.73936081,1/10/2016 0:44
-74.00444031,40.73094559,-73.98051453,40.73399734,1/10/2016 2:43
-73.95918274,40.78272629,-73.95853424,40.77870178,1/10/2016 10:53
-73.98933411,40.73641968,-73.95594788,40.77623367,1/10/2016 3:00
-73.96829224,40.75571823,-73.95397186,40.77867126,1/10/2016 19:34
-73.98893738,40.73104858,-74.01027679,40.71900558,1/10/2016 0:30
-73.98946381,40.76293945,-73.99265289,40.7684288,1/10/2016 10:55
-74.00601959,40.73566055,-73.9988327,40.67639923,1/10/2016 11:02
-73.98582458,40.76691818,-73.98603058,40.76703644,1/10/2016 22:59
-73.99775696,40.76399231,-73.90312958,40.74576187,1/10/2016 3:18
-73.96704865,40.76167679,-73.95178986,40.76948929,1/10/2016 14:20
-73.98465729,40.74235916,-73.96453094,40.75817871,1/10/2016 19:51
-74.00170898,40.73061752,-73.99232483,40.74917603,1/10/2016 11:02
-73.95892334,40.80093765,-73.94311523,40.81098175,1/10/2016 23:31
-73.94573975,40.77345276,-73.96120453,40.77773666,1/10/2016 1:20
-73.98665619,40.72246552,-73.98975372,40.74698257,1/10/2016 8:33
-73.99134064,40.75517654,-74.00431824,40.74236298,1/10/2016 2:58
-73.98806763,40.75417328,-73.79047394,40.64390182,1/10/2016 10:38
-73.87312317,40.77386856,-73.94622803,40.82321167,1/10/2016 19:10
-73.97595215,40.78628922,-73.99134064,40.72748947,1/10/2016 2:36
-73.98970795,40.75673294,-73.97849274,40.76652908,1/10/2016 13:26
-73.98496246,40.72409058,-73.98490143,40.73931122,1/10/2016 10:04
-73.97395325,40.7508316,-73.99194336,40.74972916,1/10/2016 11:39
-73.98789978,40.74954987,-73.97798157,40.72531128,1/10/2016 18:45
-73.95581055,40.8038559,-73.94271851,40.81142044,1/10/2016 9:15
-73.98165131,40.74077225,-73.9590683,40.77725983,1/10/2016 9:54
-73.95282745,40.77244568,-73.98055267,40.77511597,1/10/2016 19:39
-73.98072052,40.73403168,-73.96640015,40.75820923,1/10/2016 16:39
-73.99228668,40.72473526,-73.99002838,40.73255539,1/10/2016 3:38
-73.98430634,40.75017929,-73.92557526,40.76172256,1/10/2016 1:28
-73.99967194,40.76184464,-73.98553467,40.76545715,1/10/2016 8:05
-73.97904968,40.77409744,-73.99983978,40.72681808,1/10/2016 11:56
-73.99700165,40.72237015,-73.80309296,40.66357422,1/10/2016 8:43
-73.98339844,40.76049423,-73.95090485,40.77492523,1/10/2016 21:19
-73.9588623,40.78075409,-73.99224854,40.74925613,1/10/2016 21:33
-73.97997284,40.73483658,-73.99190521,40.7439537,1/10/2016 22:48
-73.95635223,40.77471161,-73.95620728,40.7754631,1/10/2016 20:20
-73.98241425,40.75120163,-73.97612,40.73591614,1/10/2016 16:55
-73.99115753,40.7260437,-74.00747681,40.73815918,1/10/2016 0:13
-73.97684479,40.75833893,-73.99245453,40.74541855,1/10/2016 13:11
-73.99134064,40.73497391,-73.91184235,40.69283295,1/10/2016 2:43
-74.00444794,40.72405624,-73.99352264,40.74188232,1/10/2016 7:54
-73.95659637,40.76699066,-73.95987701,40.77880859,1/10/2016 10:44
-73.95331573,40.77946472,-73.98820496,40.73114395,1/10/2016 13:16
-73.99398804,40.74090576,-73.99798584,40.73368835,1/10/2016 11:25
-73.93283844,40.79566956,-73.94419861,40.79235077,1/10/2016 16:31
-74.0031662,40.73145294,-73.98562622,40.75246811,1/10/2016 18:57
-73.99851227,40.74512863,-73.99006653,40.74349976,1/10/2016 0:52
-73.96775818,40.79255295,-73.97492981,40.78278732,1/10/2016 20:25
-73.97394562,40.78382111,-73.95085907,40.81100845,1/10/2016 23:36
-73.9695816,40.79773331,-73.97634125,40.78860855,1/10/2016 19:17
-73.91986084,40.77051163,-73.95989227,40.7678299,1/10/2016 19:16
-74.01355743,40.70235443,-73.98651886,40.75762558,1/10/2016 18:13
-73.94903564,40.77088547,-73.98183441,40.76834488,1/10/2016 8:35
-73.96221924,40.76773834,-73.95085907,40.77180099,1/10/2016 17:30
-73.99580383,40.74880219,-73.98490906,40.74879837,1/10/2016 4:27
-73.98415375,40.74324799,-74.0033493,40.73516464,1/10/2016 14:48
-73.99005127,40.74088669,-73.9569397,40.78002548,1/10/2016 17:51
-73.99708557,40.73747635,-73.98334503,40.71503067,1/10/2016 13:52
-73.9935379,40.74137878,-73.97228241,40.79642868,1/10/2016 2:36
-73.96479797,40.75552368,-73.99189758,40.74121857,1/10/2016 13:08
-73.97974396,40.76102448,-73.99485016,40.7534523,1/10/2016 1:21
-73.99409485,40.75136185,-74.01118469,40.71546936,1/10/2016 9:09
-73.96689606,40.76504135,-73.96781158,40.76860809,1/10/2016 17:48
-73.78535461,40.64565277,-73.97818756,40.72950363,1/10/2016 13:00
-73.97783661,40.78291321,-73.95584869,40.81394577,1/10/2016 4:16
-73.99401855,40.75130844,-73.97782135,40.75246811,1/10/2016 1:23
-73.95992279,40.77524185,-74.00010681,40.72528076,1/10/2016 13:55
-73.99198914,40.71980286,-73.974617,40.7506752,1/10/2016 11:21
-73.96764374,40.75783157,-73.97994232,40.73924255,1/10/2016 0:34
-73.97286987,40.76438141,-73.96360779,40.77402878,1/10/2016 18:41
-74.01457977,40.71816254,-74.010849,40.72922516,1/10/2016 9:05
-73.97582245,40.74885178,-73.97406769,40.76280975,1/10/2016 11:06
-73.98834991,40.74830246,-73.98364258,40.74137878,1/10/2016 15:42
-73.9809494,40.76763535,-73.97338867,40.76442337,1/10/2016 12:15
-74.00582123,40.71162033,-73.98358917,40.74703598,1/10/2016 12:56
-73.9956131,40.76953125,-73.95546722,40.77347183,1/10/2016 11:46
-73.99887848,40.73418045,-73.96617889,40.76522064,1/10/2016 9:55
-73.9917984,40.72711182,-74.00715637,40.70821381,1/10/2016 1:40
-73.98170471,40.78365707,-73.98474121,40.77955627,1/10/2016 20:00
-73.94801331,40.78276062,-73.9561615,40.78349686,1/10/2016 5:49
-73.98589325,40.75546265,-73.96806335,40.77045441,1/10/2016 16:38
-73.98543549,40.73579788,-73.99272156,40.74458313,1/10/2016 5:26
-73.99086761,40.73646164,-74.0080719,40.74511719,1/10/2016 14:40
-73.97686005,40.78504944,-73.99021912,40.76192093,1/10/2016 17:18
-73.9884491,40.72890854,-74.00804901,40.70605087,1/10/2016 23:22
-73.95444489,40.77816391,-73.94732666,40.77978516,1/10/2016 13:02
-73.98317719,40.75045776,-74.00558472,40.72563553,1/10/2016 17:39
-73.97664642,40.76556015,-73.9800415,40.78086853,1/10/2016 8:29
-73.98555756,40.76630783,-74.0012207,40.731884,1/10/2016 0:17
-73.95436859,40.76416779,-73.9521637,40.78125381,1/10/2016 20:07
-73.95758057,40.78265762,-73.94760895,40.80482101,1/10/2016 16:44
-74.00598145,40.74813843,-73.9937973,40.73585892,1/10/2016 6:33
-73.99423981,40.75088882,-73.9737854,40.75519943,1/10/2016 16:38
